station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EGLL,2026-02-25 13:20,60.80,50.00,67.55,180.00,10.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,COR EGLL 251320Z AUTO 18010KT 9999 NCD 16/10 Q1015 NOSIG,M
EGLL,2026-02-25 13:50,60.80,50.00,67.55,200.00,8.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,COR EGLL 251350Z AUTO 20008KT 170V250 9999 NCD 16/10 Q1015 NOSIG,M
EGLL,2026-02-25 14:20,62.60,50.00,63.39,180.00,9.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,COR EGLL 251420Z AUTO 18009KT 160V220 9999 NCD 17/10 Q1015 NOSIG,M
EGLL,2026-02-25 14:50,62.60,50.00,63.39,200.00,9.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,62.60,COR EGLL 251450Z AUTO 20009KT 170V240 9999 NCD 17/10 Q1015 NOSIG,M
EGLL,2026-02-25 15:20,62.60,50.00,63.39,190.00,9.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,COR EGLL 251520Z AUTO 19009KT 160V240 9999 NCD 17/10 Q1015 NOSIG,M
EGLL,2026-02-25 15:50,62.60,48.20,59.27,190.00,10.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,COR EGLL 251550Z AUTO 19010KT 140V240 9999 NCD 17/09 Q1015 NOSIG,M
EGLL,2026-02-25 16:20,62.60,46.40,55.39,210.00,10.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,COR EGLL 251620Z AUTO 21010KT 180V260 9999 NCD 17/08 Q1015 NOSIG,M
EGLL,2026-02-25 16:50,62.60,44.60,51.73,240.00,11.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,COR EGLL 251650Z AUTO 24011KT 9999 NCD 17/07 Q1015 NOSIG,M
EGLL,2026-02-25 17:20,60.80,46.40,59.02,220.00,9.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,COR EGLL 251720Z AUTO 22009KT 200V260 9999 NCD 16/08 Q1015 NOSIG,M
EGLL,2026-02-25 17:50,59.00,46.40,62.93,230.00,8.00,0.00,30.00,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,COR EGLL 251750Z AUTO 23008KT 9999 NCD 15/08 Q1016 NOSIG,M
EGLL,2026-02-25 18:20,57.20,46.40,67.13,220.00,7.00,0.00,30.00,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 251820Z AUTO 22007KT 180V250 9999 NCD 14/08 Q1016 NOSIG,M
EGLL,2026-02-25 18:50,55.40,46.40,71.65,210.00,7.00,0.00,30.00,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 251850Z AUTO 21007KT 170V240 9999 NCD 13/08 Q1016 NOSIG,M
EGLL,2026-02-25 19:20,55.40,46.40,71.65,200.00,8.00,0.00,30.00,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 251920Z AUTO 20008KT 160V250 9999 NCD 13/08 Q1016 NOSIG,M
EGLL,2026-02-25 19:50,53.60,46.40,76.51,200.00,7.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 251950Z AUTO 20007KT 160V250 9999 NCD 12/08 Q1017 NOSIG,M
EGLL,2026-02-25 20:20,53.60,46.40,76.51,220.00,9.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 252020Z AUTO 22009KT 180V250 9999 NCD 12/08 Q1017 NOSIG,M
EGLL,2026-02-25 20:50,53.60,46.40,76.51,210.00,9.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 252050Z AUTO 21009KT 180V250 9999 NCD 12/08 Q1017 NOSIG,M
EGLL,2026-02-25 21:20,51.80,46.40,81.74,220.00,8.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 252120Z AUTO 22008KT 9999 NCD 11/08 Q1017 NOSIG,M
EGLL,2026-02-25 21:50,51.80,46.40,81.74,210.00,9.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 252150Z AUTO 21009KT 9999 NCD 11/08 Q1017 NOSIG,M
EGLL,2026-02-25 22:20,51.80,46.40,81.74,220.00,9.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 252220Z AUTO 22009KT 180V250 9999 NCD 11/08 Q1017 NOSIG,M
EGLL,2026-02-25 22:50,51.80,46.40,81.74,220.00,6.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 252250Z AUTO 22006KT 9999 NCD 11/08 Q1017 NOSIG,M
EGLL,2026-02-25 23:20,50.00,46.40,87.37,220.00,6.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 252320Z AUTO 22006KT 9999 NCD 10/08 Q1017 NOSIG,M
EGLL,2026-02-25 23:50,50.00,46.40,87.37,250.00,7.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 252350Z AUTO 25007KT 9999 NCD 10/08 Q1017 NOSIG,M
EGLL,2026-02-26 00:20,50.00,46.40,87.37,210.00,5.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260020Z AUTO 21005KT 9999 FEW015 10/08 Q1017 NOSIG,M
EGLL,2026-02-26 00:50,50.00,46.40,87.37,210.00,5.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260050Z AUTO 21005KT 9999 NCD 10/08 Q1017 NOSIG,M
EGLL,2026-02-26 01:20,50.00,46.40,87.37,230.00,5.00,0.00,30.06,M,6.21,M,SCT,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260120Z AUTO 23005KT 9999 SCT011 10/08 Q1018 TEMPO BKN011,M
EGLL,2026-02-26 01:50,50.00,46.40,87.37,230.00,6.00,0.00,30.06,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260150Z AUTO 23006KT 9999 OVC011 10/08 Q1018 NOSIG,M
EGLL,2026-02-26 02:20,50.00,48.20,93.50,230.00,8.00,0.00,30.06,M,6.21,M,BKN,BKN,M,M,1200.00,1700.00,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260220Z AUTO 23008KT 9999 BKN012 BKN017 10/09 Q1018 NOSIG,M
EGLL,2026-02-26 02:50,50.00,48.20,93.50,220.00,10.00,0.00,30.03,M,6.21,M,BKN,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260250Z AUTO 22010KT 9999 BKN016 10/09 Q1017 NOSIG,M
EGLL,2026-02-26 03:20,50.00,48.20,93.50,210.00,8.00,0.00,30.03,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260320Z AUTO 21008KT 9999 OVC017 10/09 Q1017 NOSIG,M
EGLL,2026-02-26 03:50,50.00,48.20,93.50,190.00,9.00,0.00,30.03,M,6.21,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260350Z AUTO 19009KT 9999 OVC021 10/09 Q1017 NOSIG,M
EGLL,2026-02-26 04:20,50.00,46.40,87.37,210.00,7.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260420Z AUTO 21007KT 9999 FEW015 BKN025 10/08 Q1017 NOSIG,M
EGLL,2026-02-26 04:50,51.80,48.20,87.47,210.00,7.00,0.00,30.03,M,6.21,M,FEW,OVC,M,M,1400.00,2500.00,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 260450Z AUTO 21007KT 9999 FEW014/// OVC025/// 11/09 Q1017 NOSIG,M
EGLL,2026-02-26 05:20,50.00,46.40,87.37,210.00,7.00,0.00,30.03,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 260520Z AUTO 21007KT 9999 NCD 10/08 Q1017 NOSIG,M
EGLL,2026-02-26 05:50,51.80,48.20,87.47,210.00,7.00,0.00,30.03,M,6.21,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 260550Z AUTO 21007KT 9999 BKN023 11/09 Q1017 NOSIG,M
EGLL,2026-02-26 06:20,51.80,48.20,87.47,210.00,8.00,0.00,30.03,M,6.21,18.00,BKN,OVC,M,M,1900.00,2300.00,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 260620Z AUTO 21008G18KT 170V270 9999 BKN019 OVC023 11/09 Q1017 NOSIG,M
EGLL,2026-02-26 06:50,51.80,46.40,81.74,210.00,8.00,0.00,30.03,M,6.21,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 260650Z AUTO 21008KT 180V250 9999 OVC020 11/08 Q1017 NOSIG,M
EGLL,2026-02-26 07:20,51.80,46.40,81.74,210.00,9.00,0.00,30.03,M,6.21,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 260720Z AUTO 21009KT 9999 OVC018 11/08 Q1017 NOSIG,M
EGLL,2026-02-26 07:50,51.80,46.40,81.74,210.00,10.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,1900.00,2300.00,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 260750Z AUTO 21010KT 9999 BKN019 OVC023 11/08 Q1017 NOSIG,M
EGLL,2026-02-26 08:20,53.60,46.40,76.51,210.00,13.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,1700.00,2100.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 260820Z AUTO 21013KT 9999 BKN017 OVC021 12/08 Q1017 NOSIG,M
EGLL,2026-02-26 08:50,53.60,46.40,76.51,220.00,14.00,0.00,30.03,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 260850Z AUTO 22014KT 9999 OVC017 12/08 Q1017 NOSIG,M
EGLL,2026-02-26 09:20,53.60,46.40,76.51,230.00,17.00,0.00,30.06,M,6.21,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 260920Z AUTO 23017KT 9999 OVC018 12/08 Q1018 NOSIG,M
EGLL,2026-02-26 09:50,53.60,46.40,76.51,220.00,19.00,0.00,30.03,M,6.21,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 260950Z AUTO 22019KT 9999 OVC018 12/08 Q1017 NOSIG,M
EGLL,2026-02-26 10:20,53.60,46.40,76.51,220.00,17.00,0.00,30.03,M,6.21,27.00,BKN,OVC,M,M,1800.00,2300.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261020Z AUTO 22017G27KT 9999 BKN018 OVC023 12/08 Q1017 NOSIG,M
EGLL,2026-02-26 10:50,53.60,46.40,76.51,230.00,17.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,1800.00,2300.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261050Z AUTO 23017KT 9999 BKN018 OVC023 12/08 Q1017 NOSIG,M
EGLL,2026-02-26 11:20,53.60,46.40,76.51,230.00,20.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,2000.00,2400.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261120Z AUTO 23020KT 9999 BKN020 OVC024 12/08 Q1017 NOSIG,M
EGLL,2026-02-26 11:50,55.40,46.40,71.65,230.00,18.00,0.00,30.03,M,6.21,28.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 261150Z AUTO 23018G28KT 9999 OVC022 13/08 Q1017 NOSIG,M
EGLL,2026-02-26 12:20,55.40,46.40,71.65,230.00,22.00,0.00,30.00,M,6.21,M,BKN,OVC,M,M,2300.00,2800.00,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 261220Z AUTO 23022KT 9999 BKN023 OVC028 13/08 Q1016 NOSIG,M
EGLL,2026-02-26 12:50,55.40,46.40,71.65,220.00,21.00,0.00,29.97,M,6.21,32.00,BKN,OVC,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 261250Z AUTO 22021G32KT 9999 BKN022 OVC028 13/08 Q1015 NOSIG,M
EGLL,2026-02-26 13:20,53.60,46.40,76.51,220.00,19.00,0.00,29.97,M,6.21,M,BKN,BKN,OVC,M,1900.00,2500.00,3200.00,M,M,M,M,M,M,M,M,53.60,COR EGLL 261320Z AUTO 22019KT 9999 BKN019 BKN025 OVC032 12/08 Q1015 NOSIG,M
EGLL,2026-02-26 13:50,55.40,46.40,71.65,220.00,17.00,0.00,29.97,M,6.21,27.00,BKN,OVC,M,M,2000.00,2400.00,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 261350Z AUTO 22017G27KT 9999 BKN020 OVC024 13/08 Q1015 NOSIG,M
EGLL,2026-02-26 14:20,55.40,46.40,71.65,230.00,20.00,0.00,29.97,M,6.21,32.00,OVC,M,M,M,2100.00,M,M,M,-RA,M,M,M,M,M,M,55.40,COR EGLL 261420Z AUTO 23020G32KT 9999 -RA OVC021 13/08 Q1015 NOSIG,M
EGLL,2026-02-26 14:50,53.60,46.40,76.51,220.00,18.00,0.00,29.94,M,6.21,M,BKN,OVC,M,M,2100.00,2500.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261450Z AUTO 22018KT 9999 BKN021 OVC025 12/08 Q1014 NOSIG,M
EGLL,2026-02-26 15:20,53.60,46.40,76.51,230.00,20.00,0.00,29.94,M,6.21,31.00,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261520Z AUTO 23020G31KT 9999 OVC021 12/08 Q1014 NOSIG,M
EGLL,2026-02-26 15:50,53.60,46.40,76.51,230.00,19.00,0.00,29.94,M,6.21,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261550Z AUTO 23019KT 9999 OVC022 12/08 Q1014 NOSIG,M
EGLL,2026-02-26 16:20,53.60,46.40,76.51,230.00,19.00,0.00,29.94,M,6.21,M,BKN,OVC,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261620Z AUTO 23019KT 9999 BKN022 OVC028 12/08 Q1014 NOSIG,M
EGLL,2026-02-26 16:50,53.60,46.40,76.51,220.00,16.00,0.00,29.94,M,6.21,27.00,BKN,BKN,M,M,2000.00,2400.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261650Z AUTO 22016G27KT 9999 BKN020 BKN024 12/08 Q1014 NOSIG,M
EGLL,2026-02-26 17:20,53.60,46.40,76.51,230.00,15.00,0.00,29.94,M,6.21,25.00,BKN,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261720Z AUTO 23015G25KT 9999 BKN019 12/08 Q1014 NOSIG,M
EGLL,2026-02-26 17:50,53.60,46.40,76.51,230.00,14.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261750Z AUTO 23014KT 190V250 9999 OVC017 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 18:20,53.60,46.40,76.51,230.00,16.00,0.00,29.94,M,6.21,M,BKN,OVC,M,M,1900.00,2400.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261820Z AUTO 23016KT 180V250 9999 BKN019 OVC024 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 18:50,53.60,46.40,76.51,220.00,14.00,0.00,29.94,M,6.21,26.00,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261850Z AUTO 22014G26KT 9999 OVC018 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 19:20,53.60,46.40,76.51,220.00,14.00,0.00,29.94,M,6.21,24.00,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261920Z AUTO 22014G24KT 9999 OVC016 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 19:50,53.60,46.40,76.51,220.00,12.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 261950Z AUTO 22012KT 9999 OVC017 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 20:20,53.60,46.40,76.51,210.00,14.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,-RA,M,M,M,M,M,M,53.60,COR EGLL 262020Z AUTO 21014KT 9999 -RA BKN017 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 20:50,53.60,46.40,76.51,220.00,14.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1800.00,M,M,M,-RADZ,M,M,M,M,M,M,53.60,COR EGLL 262050Z AUTO 22014KT 180V250 9999 -RADZ BKN018 12/08 Q1014 TEMPO BKN014,M
EGLL,2026-02-26 21:20,53.60,46.40,76.51,220.00,14.00,0.00,29.91,M,6.21,26.00,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 262120Z AUTO 22014G26KT 180V250 9999 BKN018 12/08 Q1013 TEMPO BKN014,M
EGLL,2026-02-26 21:50,53.60,46.40,76.51,220.00,14.00,0.00,29.91,M,6.21,M,BKN,BKN,M,M,1800.00,2300.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 262150Z AUTO 22014KT 9999 BKN018 BKN023 12/08 Q1013 TEMPO BKN014,M
EGLL,2026-02-26 22:20,53.60,46.40,76.51,220.00,14.00,0.00,29.91,M,6.21,M,BKN,BKN,M,M,2000.00,2400.00,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 262220Z AUTO 22014KT 190V250 9999 BKN020 BKN024 12/08 Q1013 TEMPO BKN014,M
EGLL,2026-02-26 22:50,53.60,46.40,76.51,220.00,16.00,0.00,29.91,M,6.21,M,SCT,BKN,BKN,M,1900.00,2400.00,3100.00,M,M,M,M,M,M,M,M,53.60,COR EGLL 262250Z AUTO 22016KT 9999 SCT019 BKN024 BKN031 12/08 Q1013 NOSIG,M
EGLL,2026-02-26 23:20,53.60,46.40,76.51,210.00,15.00,0.00,29.88,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 262320Z AUTO 21015KT 9999 BKN020 12/08 Q1012 NOSIG,M
EGLL,2026-02-26 23:50,51.80,46.40,81.74,210.00,14.00,0.00,29.88,M,6.21,M,SCT,BKN,M,M,2000.00,2500.00,M,M,-RA,M,M,M,M,M,M,51.80,COR EGLL 262350Z AUTO 21014KT 9999 -RA SCT020 BKN025 11/08 Q1012 TEMPO RA BKN014,M
